Gene name	3' UTR start	3' UTR end	mean_utr_len	max_utr_len	median_utr_len	auto_reg
SPATA31A3	66986304.0	66986453.0	149.0	149.0	149.0	not_in_net
SPATA31A5	60920501.0	60920650.0	149.0	149.0	149.0	not_in_net
SPATA31A6	42189735.0	42189887.0	152.0	152.0	152.0	not_in_net
SPATA31A7	61196131.0	61196280.0	149.0	149.0	149.0	not_in_net
SPATA31D1	81995202.0	81995253.0	51.0	51.0	51.0	not_in_net
SPATA31D3	81948008.0	81950038.0	2030.0	2030.0	2030.0	not_in_net
SPATA31D4	81932916.0	81934948.0	2032.0	2032.0	2032.0	not_in_net
SPATA31E1	87888826.0	87888903.0	77.0	77.0	77.0	not_in_net
SPATA32	45256376.0	45256689.88888889	313.8888888888889	973.0	120.0	not_in_net
SPATA33	89664829.41666667	89665801.75	972.3333333333334	3256.0	945.0	not_in_net
SPATA4	176188916.0	176189038.25	122.25	200.0	111.5	not_in_net
SPATA45	212830141.0	212830241.0	100.0	100.0	100.0	not_in_net
SPATA46	162374727.33333334	162375110.0	382.6666666666667	844.0	172.0	not_in_net
SPATA48	50159170.0	50159830.0	660.0	660.0	660.0	not_in_net
SPATA5	123314065.0	123319433.0	5368.0	5368.0	5368.0	not_in_net
SPATA5L1	45416563.75	45416715.5	151.75	284.0	148.5	not_in_net
SPATA6	48346220.81818182	48346987.45454545	766.6363636363636	3339.0	117.0	not_in_net
SPATA6L	4608771.212121212	4608924.939393939	153.72727272727272	1002.0	102.0	not_in_net
SPATA7	88413863.60526316	88413983.5	119.89473684210526	482.0	72.5	not_in_net
SPATA9	95658173.35714285	95658382.5	209.14285714285714	1028.0	146.0	not_in_net
SPATC1	144046802.0	144047069.5	267.5	378.0	267.5	not_in_net
SPATC1L	46161343.25	46161567.0	223.75	230.0	224.0	not_in_net
SPATS1	44366448.0	44366555.9	107.9	161.0	115.0	not_in_net
SPATS2	49508421.615384616	49508861.461538464	439.84615384615387	1168.0	203.0	not_in_net
SPATS2L	200476328.4	200477854.9	1526.5	4232.0	497.5	not_in_net
SPC24	11147130.5	11147494.25	363.75	1688.0	200.0	not_in_net
SPC25	168879388.0	168879926.0	538.0	539.0	538.0	not_in_net
SPCS1	52707813.0	52709161.333333336	1348.3333333333333	3335.0	366.0	not_in_net
SPCS2	74977044.0	74977931.0	887.0	1989.0	304.0	not_in_net
SPCS3	176328331.0	176332245.0	3914.0	3914.0	3914.0	not_in_net
SPDEF	34537802.0	34538273.0	471.0	471.0	471.0	not_in_net
SPDL1	169594403.44444445	169594577.66666666	174.22222222222223	741.0	123.0	not_in_net
SPDYA	28849912.333333332	28850551.666666668	639.3333333333334	669.0	668.0	not_in_net
SPDYC	65173218.0	65173244.0	26.0	26.0	26.0	not_in_net
SPDYE1	44008218.0	44008651.5	433.5	1455.0	117.5	not_in_net
SPDYE16	76526036.16666667	76527334.0	1297.8333333333333	2380.0	1472.5	not_in_net
SPDYE17	73049339.0	73049792.0	453.0	862.0	453.0	not_in_net
SPDYE2	102561616.0	102561704.25	88.25	252.0	44.0	not_in_net
SPDYE21P	67286620.0	67286664.0	44.0	44.0	44.0	not_in_net
SPDYE2B	102660706.0	102660794.25	88.25	252.0	44.0	not_in_net
SPDYE3	100320441.0	100321115.5	674.5	1305.0	674.5	not_in_net
SPDYE4	8754868.285714285	8754979.857142856	111.57142857142857	218.0	91.0	not_in_net
SPDYE5	75502385.5	75502780.75	395.25	1471.0	44.0	not_in_net
SPDYE6	102346901.5	102347661.0	759.5	1475.0	759.5	not_in_net
SPDYE8P	73021196.0	73021649.0	453.0	862.0	453.0	not_in_net
SPDYE9P	73077449.0	73077902.0	453.0	862.0	453.0	not_in_net
SPECC1	20260202.933333334	20260937.533333335	734.6	4960.0	228.0	not_in_net
SPECC1L	24414624.0	24416864.0	2240.0	3115.0	2848.0	not_in_net
SPECC1L-ADORA2A	24390109.1	24390432.2	323.1	1773.0	109.0	not_in_net
SPEF1	3777504.0	3778211.0	707.0	707.0	707.0	not_in_net
SPEF2	35787562.10526316	35787825.55263158	263.44736842105266	1720.0	179.0	not_in_net
SPEG	219453303.47058824	219453607.3529412	303.88235294117646	842.0	158.0	not_in_net
SPEGNB	219498190.0	219498287.0	97.0	97.0	97.0	not_in_net
SPEM1	7421606.0	7421632.0	26.0	26.0	26.0	not_in_net
SPEM2	7427103.0	7427568.0	465.0	860.0	465.0	not_in_net
SPEM3	7432763.0	7432820.0	57.0	57.0	57.0	not_in_net
SPEN	15939428.0	15940456.0	1028.0	1028.0	1028.0	not_in_net
SPERT	45714373.0	45714558.666666664	185.66666666666666	186.0	186.0	not_in_net
SPESP1	68946588.0	68946811.0	223.0	223.0	223.0	not_in_net
SPG11	44588766.35	44588904.55	138.2	424.0	112.0	not_in_net
SPG21	64965003.125	64965396.5	393.375	680.0	503.5	not_in_net
SPG7	89546561.21825397	89546814.59523809	253.37698412698413	1427.0	125.0	not_in_net
SPHK1	76387587.0	76387858.4	271.4	273.0	273.0	not_in_net
SPHK2	48629126.27272727	48629533.18181818	406.90909090909093	1092.0	369.0	not_in_net
SPHKAP	227979956.0	227981716.0	1760.0	1761.0	1760.0	not_in_net
SPI1	47355763.75	47356133.25	369.5	417.0	374.0	auto_regulate
SPIB	50426895.14285714	50427938.85714286	1043.7142857142858	2977.0	549.0	auto_regulate
SPIC	101486772.0	101486997.0	225.0	225.0	225.0	not_in_net
SPICE1	113443986.0	113445306.0	1320.0	2588.0	1320.0	not_in_net
SPIDR	47583858.6122449	47584048.89795918	190.28571428571428	855.0	152.0	not_in_net
SPIN1	88475278.0	88478694.0	3416.0	3416.0	3416.0	not_in_net
SPIN2A	57135276.666666664	57135820.0	543.3333333333334	1290.0	170.0	not_in_net
SPIN2B	57119399.5	57119572.0	172.5	181.0	170.0	not_in_net
SPIN3	56976742.258064516	56977452.37096774	710.1129032258065	3518.0	203.0	not_in_net
SPIN4	63347228.0	63350069.0	2841.0	2841.0	2841.0	not_in_net
SPINDOC	63824306.0	63824782.666666664	476.6666666666667	640.0	576.0	not_in_net
SPINK1	147825827.0	147826338.5	511.5	931.0	511.5	not_in_net
SPINK13	148286049.0	148286239.66666666	190.66666666666666	206.0	205.0	not_in_net
SPINK14	148175386.0	148175398.0	12.0	12.0	12.0	not_in_net
SPINK2	56810167.166666664	56810378.833333336	211.66666666666666	322.0	271.5	not_in_net
SPINK4	33248472.0	33248559.5	87.5	95.0	87.5	not_in_net
SPINK5	148109952.2857143	148110106.85714287	154.57142857142858	297.0	126.0	not_in_net
SPINK6	148214951.0	148215136.5	185.5	186.0	185.5	not_in_net
SPINK7	148315685.0	148315852.5	167.5	234.0	167.5	not_in_net
SPINK8	48306842.0	48306991.0	149.0	149.0	149.0	not_in_net
SPINK9	148339713.0	148339787.0	74.0	139.0	74.0	not_in_net
SPINT1	40856976.0	40857931.0	955.0	1231.0	955.0	not_in_net
SPINT2	38291748.2	38292098.2	350.0	608.0	444.0	not_in_net
SPINT3	45512461.0	45512650.0	189.0	189.0	189.0	not_in_net
SPINT4	45725636.0	45725830.0	194.0	194.0	194.0	not_in_net
SPIRE1	12450511.0	12451195.545454545	684.5454545454545	3125.0	136.0	not_in_net
SPIRE2	89854670.0	89854996.58333333	326.5833333333333	1518.0	143.5	not_in_net
SPN	29666040.2	29668570.0	2529.8	5944.0	595.0	not_in_net
SPNS1	28984256.14285714	28984474.14285714	218.0	248.0	243.0	not_in_net
SPNS2	4537198.0	4537990.5	792.5	1582.0	792.5	not_in_net
SPNS3	4472180.5	4472356.625	176.125	402.0	161.5	not_in_net
SPO11	57343291.6	57343763.0	471.4	653.0	533.0	not_in_net
SPOCD1	31790451.5	31790602.0	150.5	180.0	151.5	not_in_net
SPOCK1	136975299.0	136978653.0	3354.0	3355.0	3354.0	not_in_net
SPOCK2	72066675.25	72068806.0	2130.75	3725.0	2222.5	not_in_net
SPOCK3	166818799.44827586	166819170.03448275	370.58620689655174	1536.0	121.0	not_in_net
SPON1	14265688.0	14268133.0	2445.0	2445.0	2445.0	not_in_net
SPON2	1166935.3333333333	1167471.0	535.6666666666666	539.0	534.0	not_in_net
SPOP	49610273.571428575	49610560.333333336	286.76190476190476	1493.0	134.5	not_in_net
SPOPL	138560485.3	138561015.4	530.1	4466.0	91.5	not_in_net
SPOUT1	128820871.0	128822744.0	1873.0	3113.0	1873.0	not_in_net
SPP1	87982897.0	87983343.5	446.5	529.0	513.5	not_in_net
SPP2	234073474.5	234073577.5	103.0	289.0	57.0	not_in_net
SPPL2A	50704857.0	50707799.0	2942.0	5533.0	2942.0	not_in_net
SPPL2B	2343127.0833333335	2343593.5833333335	466.5	1885.0	131.0	not_in_net
SPPL2C	45985382.666666664	45985491.0	108.33333333333333	110.0	110.0	not_in_net
SPPL3	120762510.0	120764998.0	2488.0	2488.0	2488.0	not_in_net
SPR	72891538.0	72892158.0	620.0	620.0	620.0	not_in_net
SPRED1	38351665.0	38357249.0	5584.0	5584.0	5584.0	not_in_net
SPRED2	65326871.8	65327604.4	732.6	2649.0	323.0	not_in_net
SPRED3	38395495.6	38396224.4	728.8	3441.0	79.0	not_in_net
SPRN	133420666.0	133423225.0	2559.0	2559.0	2559.0	not_in_net
SPRR1B	153032616.0	153032900.0	284.0	284.0	284.0	not_in_net
SPRR2A	153056120.0	153056516.0	396.0	396.0	396.0	not_in_net
SPRR2B	153070224.0	153070620.0	396.0	396.0	396.0	not_in_net
SPRR2D	153039788.0	153040127.0	339.0	395.0	341.0	not_in_net
SPRR2E	153093135.0	153093532.0	397.0	397.0	397.0	not_in_net
SPRR2F	153112121.0	153112514.0	393.0	393.0	393.0	not_in_net
SPRR2G	153149582.0	153149888.0	306.0	306.0	306.0	not_in_net
SPRR3	153003531.0	153003855.5	324.5	325.0	324.5	not_in_net
SPRR4	152972131.0	152972574.0	443.0	443.0	443.0	not_in_net
SPRR5	152948882.0	152949258.0	376.0	376.0	376.0	not_in_net
SPRTN	231352192.0	231353558.66666666	1366.6666666666667	1661.0	1525.0	not_in_net
SPRY1	123402552.0	123403756.4	1204.4	1208.0	1203.0	not_in_net
SPRY2	80335976.0	80336757.0	781.0	781.0	781.0	not_in_net
SPRY3	155774739.0	155782459.0	7720.0	7720.0	7720.0	not_in_net
SPRY4	142311700.5	142314208.0	2507.5	3781.0	2507.5	not_in_net
SPRYD3	53067040.125	53067351.5	311.375	1515.0	139.0	not_in_net
SPRYD4	56469578.0	56479708.0	10130.0	10130.0	10130.0	not_in_net
SPRYD7	49912977.75	49914591.0	1613.25	2360.0	1812.5	not_in_net
SPSB1	9367576.0	9368697.5	1121.5	1956.0	1121.5	not_in_net
SPSB2	6871154.333333333	6871493.0	338.6666666666667	504.0	256.0	not_in_net
SPSB3	1776730.5	1777096.0	365.5	384.0	365.5	not_in_net
SPSB4	141142237.0	141143177.0	940.0	1468.0	1341.0	not_in_net
SPTA1	158610704.0	158611263.0	559.0	559.0	559.0	not_in_net
SPTAN1	128622353.33333333	128622511.58333333	158.25	327.0	130.0	not_in_net
SPTB	64751975.75	64753642.75	1667.0	3022.0	1694.5	not_in_net
SPTBN1	54665742.333333336	54668399.666666664	2657.3333333333335	2876.0	2875.0	not_in_net
SPTBN2	66685365.8	66685943.6	577.8	986.0	620.0	not_in_net
SPTBN4	40559606.384615384	40559900.961538464	294.5769230769231	894.0	200.0	not_in_net
SPTBN5	41848146.0	41848615.0	469.0	469.0	469.0	not_in_net
SPTLC1	92046948.61764705	92047132.47058824	183.85294117647058	1412.0	107.0	not_in_net
SPTLC2	77518684.4	77520067.4	1383.0	6286.0	143.0	not_in_net
SPTLC3	13164626.0	13166787.0	2161.0	4235.0	2161.0	not_in_net
SPTSSA	34432788.0	34435200.0	2412.0	2412.0	2412.0	not_in_net
SPTSSB	161354032.33333334	161354741.33333334	709.0	1300.0	510.0	not_in_net
SPTY2D1	18606403.0	18609860.0	3457.0	3457.0	3457.0	not_in_net
SPTY2D1OS	18604614.333333332	18604855.111111112	240.77777777777777	1017.0	97.0	not_in_net
SPX	21530640.0	21531509.75	869.75	1751.0	837.5	not_in_net
SPZ1	80321509.0	80321842.0	333.0	333.0	333.0	not_in_net
SQLE	125021589.33333333	125021833.66666667	244.33333333333334	337.0	335.0	not_in_net
SQOR	45686283.5	45686498.0	214.5	250.0	220.5	not_in_net
SQSTM1	179827700.1111111	179828069.66666666	369.55555555555554	1484.0	139.0	not_in_net
SRA1	140543704.0	140544136.5	432.5	631.0	432.5	not_in_net
SRARP	16006347.0	16008807.0	2460.0	2460.0	2460.0	not_in_net
SRBD1	45388680.0	45389309.0	629.0	629.0	629.0	not_in_net
SRC	37403380.0	37405895.5	2515.5	2670.0	2670.0	not_in_net
SRCAP	30732446.0	30733835.5	1389.5	1675.0	1389.5	not_in_net
SRCIN1	38449001.44444445	38450585.11111111	1583.6666666666667	3280.0	1846.0	not_in_net
SRD5A1	6660391.75	6661454.375	1062.625	6117.0	289.5	not_in_net
SRD5A2	31522480.0	31526195.0	3715.0	3715.0	3715.0	not_in_net
SRD5A3	55370092.0	55371705.0	1613.0	3008.0	1613.0	not_in_net
SREBF1	17814423.96	17814702.84	278.88	1265.0	166.0	auto_regulate
SREBF2	41896995.82608695	41897355.69565217	359.8695652173913	1867.0	168.0	no_feedback
SREK1	66168040.28571428	66168419.678571425	379.39285714285717	4746.0	134.0	not_in_net
SREK1IP1	64718148.0	64724383.0	6235.0	6235.0	6235.0	not_in_net
SRF	43179191.0	43181506.0	2315.0	2315.0	2315.0	auto_regulate
SRFBP1	122027127.0	122028633.0	1506.0	1506.0	1506.0	not_in_net
SRGAP1	64142673.0	64151276.666666664	8603.666666666666	19544.0	5160.0	not_in_net
SRGAP2	206449069.83333334	206450165.33333334	1095.5	3022.0	836.5	not_in_net
SRGAP2B	144896586.83333334	144897502.5	915.6666666666666	4894.0	124.0	not_in_net
SRGAP2C	121387856.0	121390420.0	2564.0	5018.0	2564.0	not_in_net
SRGAP3	9018901.133333333	9019728.2	827.0666666666667	4927.0	102.0	not_in_net
SRGN	69104121.0	69104805.0	684.0	684.0	684.0	not_in_net
SRI	88208483.4	88208839.0	355.6	1359.0	120.0	not_in_net
SRL	4195944.142857143	4196977.428571428	1033.2857142857142	3590.0	233.0	not_in_net
SRM	11056648.833333334	11056791.0	142.16666666666666	275.0	122.5	not_in_net
SRMS	63540810.0	63540817.0	7.0	7.0	7.0	not_in_net
SRP14	40036165.75	40036469.0	303.25	642.0	241.0	not_in_net
SRP19	112875590.8	112876876.9	1286.1	6768.0	501.5	not_in_net
SRP54	35021464.428571425	35021725.28571428	260.85714285714283	414.0	301.0	not_in_net
SRP68	76052208.55	76052433.6	225.05	930.0	111.0	not_in_net
SRP72	56492723.0	56493534.666666664	811.6666666666666	1819.0	553.0	not_in_net
SRP9	225788640.5	225789106.9	466.4	1226.0	285.0	not_in_net
SRPK1	35861067.875	35862022.875	955.0	2337.0	262.0	not_in_net
SRPK2	105155046.36363636	105155474.81818181	428.45454545454544	1463.0	234.0	not_in_net
SRPK3	153785521.0	153785695.33333334	174.33333333333334	211.0	208.0	not_in_net
SRPRA	126263206.0	126263915.0	709.0	977.0	709.0	not_in_net
SRPRB	133821642.0	133822361.33333333	719.3333333333334	1725.0	380.0	not_in_net
SRPX	38149336.75	38149743.25	406.5	507.0	374.0	not_in_net
SRPX2	100670921.5	100673466.0	2544.5	4800.0	2544.5	not_in_net
SRR	2323874.0	2324612.0	738.0	1386.0	738.0	not_in_net
SRRD	26491673.0	26494658.0	2985.0	2985.0	2985.0	not_in_net
SRRM1	24661739.714285713	24662146.42857143	406.7142857142857	1080.0	142.0	not_in_net
SRRM2	2769405.3333333335	2769603.777777778	198.44444444444446	544.0	181.0	not_in_net
SRRM3	76276685.0	76278639.5	1954.5	2466.0	1954.5	not_in_net
SRRM4	119151074.33333333	119153318.66666667	2244.3333333333335	6252.0	278.0	not_in_net
SRRM5	43614270.0	43614497.5	227.5	228.0	227.5	not_in_net
SRRT	100885278.625	100885426.9375	148.3125	631.0	114.0	not_in_net
SRSF1	58004649.384615384	58005417.92307692	768.5384615384615	4486.0	199.0	not_in_net
SRSF10	23970027.0	23971175.35714286	1148.357142857143	6794.0	455.5	not_in_net
SRSF11	70237319.9090909	70237769.81818181	449.90909090909093	2246.0	108.0	not_in_net
SRSF12	89104229.0	89104808.5	579.5	2618.0	198.5	not_in_net
SRSF2	76735141.33333333	76735535.91666667	394.5833333333333	2045.0	100.0	not_in_net
SRSF3	36600648.666666664	36601161.222222224	512.5555555555555	3610.0	86.0	not_in_net
SRSF4	29158403.75	29158615.5	211.75	666.0	147.5	not_in_net
SRSF5	69770464.45454545	69770821.81818181	357.3636363636364	978.0	460.0	not_in_net
SRSF6	43461566.222222224	43462109.666666664	543.4444444444445	3179.0	208.0	not_in_net
SRSF7	38746686.72727273	38747021.81818182	335.09090909090907	1586.0	110.0	not_in_net
SRSF8	95068269.0	95069498.33333333	1229.3333333333333	3148.0	433.0	not_in_net
SRSF9	120463029.25	120463278.25	249.0	400.0	259.0	not_in_net
SRXN1	646615.0	648713.0	2098.0	2098.0	2098.0	not_in_net
SRY	2786855.0	2786988.0	133.0	133.0	133.0	not_in_net
SS18	26056822.5	26056989.30882353	166.80882352941177	2100.0	120.0	not_in_net
SS18L1	62179593.0	62180358.0	765.0	3305.0	147.0	not_in_net
SS18L2	42594510.0	42595055.0	545.0	604.0	545.0	not_in_net
SSB	169809089.25	169809282.75	193.5	307.0	206.0	not_in_net
SSBP1	141756583.0	141756700.66666666	117.66666666666667	199.0	119.5	not_in_net
SSBP2	81418783.25	81420503.0	1719.75	7482.0	576.0	not_in_net
SSBP3	54228540.833333336	54229117.166666664	576.3333333333334	1673.0	494.5	not_in_net
SSBP4	18430849.066666666	18430979.133333333	130.06666666666666	315.0	72.0	not_in_net
SSC4D	76389337.0	76390058.0	721.0	721.0	721.0	not_in_net
SSC5D	55511593.0	55511711.5	118.5	137.0	118.5	not_in_net
SSH1	108800234.5	108801563.25	1328.75	9796.0	162.5	not_in_net
SSH2	29723237.583333332	29724186.25	948.6666666666666	4902.0	215.0	not_in_net
SSH3	67309517.375	67309971.625	454.25	1001.0	439.0	not_in_net
SSMEM1	130216471.0	130216844.0	373.0	373.0	373.0	not_in_net
SSNA1	137189915.0	137190368.0	453.0	455.0	453.0	not_in_net
SSPN	26236530.0	26237950.0	1420.0	3702.0	973.5	not_in_net
SSPO	149833830.0	149833965.0	135.0	135.0	135.0	not_in_net
SSR1	7284856.777777778	7286467.444444444	1610.6666666666667	8720.0	621.0	not_in_net
SSR2	156011765.7857143	156011987.2142857	221.42857142857142	536.0	144.0	not_in_net
SSR3	156542457.6	156543211.4	753.8	3062.0	245.0	not_in_net
SSR4	153798434.0	153798498.25	64.25	65.0	64.0	not_in_net
SSRP1	57325988.0	57326406.0	418.0	418.0	418.0	no_feedback
SST	187668912.0	187669064.0	152.0	152.0	152.0	not_in_net
SSTR1	38210566.0	38213067.0	2501.0	2501.0	2501.0	not_in_net
SSTR2	73170430.0	73176633.0	6203.0	6203.0	6203.0	not_in_net
SSTR3	37205358.5	37206546.0	1187.5	2309.0	1187.5	not_in_net
SSTR4	23036651.0	23036812.0	161.0	161.0	161.0	not_in_net
SSTR5	1079964.0	1080142.0	178.0	178.0	178.0	not_in_net
SSU72	1551260.5	1553299.5	2039.0	3686.0	2039.0	not_in_net
SSUH2	8634243.641509434	8634406.754716981	163.11320754716982	869.0	105.0	not_in_net
SSX1	48266621.0	48266917.5	296.5	590.0	296.5	not_in_net
SSX2	52697440.0	52697762.75	322.75	622.0	333.0	not_in_net
SSX2B	52765469.666666664	52765786.666666664	317.0	622.0	326.5	not_in_net
SSX2IP	84647890.66666667	84648919.8888889	1029.2222222222222	3725.0	266.0	not_in_net
SSX3	48348234.0	48348473.8	239.8	608.0	191.0	not_in_net
SSX4	48392503.0	48392887.666666664	384.6666666666667	591.0	560.0	not_in_net
SSX4B	48402537.333333336	48402922.0	384.6666666666667	591.0	560.0	not_in_net
SSX5	48186992.875	48187243.0	250.125	636.0	42.0	not_in_net
SSX7	52644750.0	52645056.0	306.0	609.0	306.0	not_in_net
ST13	40832161.384615384	40832397.461538464	236.07692307692307	2002.0	84.0	not_in_net
ST14	130209824.0	130210362.0	538.0	538.0	538.0	not_in_net
ST18	52144060.96296296	52144289.2962963	228.33333333333334	2358.0	115.0	not_in_net
ST20-MTHFS	79845172.5	79845209.0	36.5	59.0	36.5	not_in_net
ST3GAL1	133455855.5	133459763.0	3907.5	4915.0	4912.5	not_in_net
ST3GAL2	70375977.5	70381688.0	5710.5	5711.0	5710.5	not_in_net
ST3GAL3	43902953.48969072	43903282.09793814	328.6082474226804	2763.0	146.0	not_in_net
ST3GAL4	126411799.8	126412191.0	391.2	647.0	556.0	not_in_net
ST3GAL5	85848860.0	85849278.2361809	418.2361809045226	3023.0	186.0	not_in_net
ST3GAL6	98782593.88235295	98783021.23529412	427.3529411764706	2170.0	137.0	not_in_net
ST5	8702275.368421054	8702517.0	241.6315789473684	744.0	109.0	not_in_net
ST6GAL1	187075004.83333334	187076465.16666666	1460.3333333333333	2749.0	1519.5	not_in_net
ST6GAL2	106804906.8	106807007.0	2100.2	5077.0	255.0	not_in_net
ST6GALNAC1	76628563.70588236	76628846.70588236	283.0	766.0	168.0	not_in_net
ST6GALNAC2	76571353.45454545	76571518.9090909	165.45454545454547	726.0	138.0	not_in_net
ST6GALNAC3	76628807.0	76634603.0	5796.0	5796.0	5796.0	not_in_net
ST6GALNAC4	127907886.0	127908391.0	505.0	505.0	505.0	not_in_net
ST6GALNAC5	77058828.0	77060656.33333333	1828.3333333333333	4339.0	1083.0	not_in_net
ST6GALNAC6	127885591.75	127886721.75	1130.0	1467.0	1276.5	not_in_net
ST7	117192005.95652173	117192237.13043478	231.17391304347825	1017.0	154.0	not_in_net
ST7L	112531107.5	112532175.8	1068.3	2593.0	125.0	not_in_net
ST8SIA1	22261346.25	22262763.375	1417.125	8160.0	405.5	not_in_net
ST8SIA2	92464386.0	92468728.0	4342.0	4342.0	4342.0	not_in_net
ST8SIA3	57367783.0	57370725.666666664	2942.6666666666665	8653.0	127.0	not_in_net
ST8SIA4	100872055.25	100873601.0	1545.75	4913.0	575.0	not_in_net
ST8SIA5	46696791.75	46698511.125	1719.375	12220.0	150.0	not_in_net
ST8SIA6	17334313.5	17335217.5	904.0	5456.0	128.0	not_in_net
STAB1	52524357.0	52524495.0	138.0	138.0	138.0	not_in_net
STAB2	103735794.75	103735964.25	169.5	382.0	116.5	not_in_net
STAC	36506646.5	36507020.5	374.0	1717.0	98.0	not_in_net
STAC2	39213422.125	39213844.75	422.625	1750.0	84.5	not_in_net
STAC3	57243622.4	57243897.2	274.8	451.0	353.0	not_in_net
STAG1	136434037.24096385	136434227.24096385	190.0	2017.0	110.0	auto_regulate
STAG2	124068583.0	124069190.2	607.2	2058.0	234.0	not_in_net
STAG3	100216457.2	100216930.4	473.2	1354.0	368.0	not_in_net
STAM	17689752.666666668	17690172.166666668	419.5	2043.0	97.0	not_in_net
STAM2	152116801.0	152120573.0	3772.0	3772.0	3772.0	not_in_net
STAMBP	73861970.66666667	73864488.16666667	2517.5	4908.0	2594.5	not_in_net
STAMBPL1	88935747.25	88936403.5	656.25	1839.0	262.0	not_in_net
STAP1	67606636.66666667	67607021.0	384.3333333333333	979.0	143.0	not_in_net
STAP2	4326734.2	4326835.066666666	100.86666666666666	209.0	89.0	not_in_net
STAR	38142700.0	38144272.0	1572.0	1572.0	1572.0	not_in_net
STARD10	72754904.0	72755017.8	113.8	176.0	166.0	not_in_net
STARD13	33164521.0	33166481.0	1960.0	2455.0	2422.0	not_in_net
STARD3	39661600.93333333	39661828.733333334	227.8	1292.0	95.0	not_in_net
STARD3NL	38229389.0	38229674.0	285.0	748.0	236.0	not_in_net
STARD4	111499769.5	111500739.0	969.5	3852.0	416.0	not_in_net
STARD5	81317662.28571428	81318432.0	769.7142857142857	4202.0	105.0	not_in_net
STARD6	54344113.333333336	54344396.333333336	283.0	333.0	322.0	not_in_net
STARD7	96184859.0	96186729.0	1870.0	1870.0	1870.0	not_in_net
STARD8	68721796.5	68722419.35714285	622.8571428571429	1537.0	213.5	not_in_net
STARD9	42711292.6	42711681.6	389.0	1423.0	147.5	not_in_net
STAT1	190981482.36585367	190981682.68292683	200.3170731707317	1681.0	102.0	auto_regulate
STAT2	56349244.92929293	56349467.93939394	223.010101010101	1926.0	94.0	auto_regulate
STAT3	42315247.5	42315933.666666664	686.1666666666666	2420.0	264.5	auto_regulate
STAT4	191065026.6	191065314.8	288.2	502.0	263.0	not_in_net
STAT5A	42310433.8	42311071.2	637.4	1273.0	257.0	no_feedback
STAT5B	42199168.0	42201737.0	2569.0	2569.0	2569.0	no_feedback
STAT6	57100400.87096774	57100666.48387097	265.61290322580646	1328.0	131.0	not_in_net
STATH	70001569.5	70001737.5	168.0	381.0	148.5	not_in_net
STAU1	49113454.5	49114877.0	1422.5	1538.0	1354.0	not_in_net
STAU2	73537609.625	73538491.3125	881.6875	2401.0	392.5	not_in_net
STBD1	76310001.0	76311599.0	1598.0	1598.0	1598.0	not_in_net
STC1	23842921.5	23844769.0	1847.5	2840.0	1847.5	not_in_net
STC2	173318841.0	173320530.0	1689.0	3133.0	1689.0	not_in_net
STEAP1	90164091.0	90164255.33333333	164.33333333333334	352.0	92.0	not_in_net
STEAP1B	22428931.5	22429145.5	214.0	359.0	214.0	not_in_net
STEAP2	90235259.0	90237708.85714285	2449.8571428571427	5058.0	755.0	not_in_net
STEAP3	119262144.0	119263277.6	1133.6	2313.0	641.0	not_in_net
STEAP4	88276801.0	88280466.0	3665.0	8505.0	1369.0	not_in_net
STH	46048930.0	46048957.0	27.0	27.0	27.0	not_in_net
STIL	47250260.5	47251135.0	874.5	996.0	994.5	not_in_net
STIM1	4091681.0	4092585.75	904.75	1411.0	940.5	not_in_net
STIM2	27022017.714285713	27023208.14285714	1190.4285714285713	2384.0	1428.0	not_in_net
STIMATE	52854021.166666664	52854779.333333336	758.1666666666666	3737.0	160.5	not_in_net
STIMATE-MUSTN1	52833135.5	52833376.0	240.5	308.0	240.5	not_in_net
STIP1	64202787.71428572	64203050.571428575	262.85714285714283	462.0	281.0	not_in_net
STK10	172043373.5	172044848.5	1475.0	2802.0	1475.0	not_in_net
STK11	1223759.0	1224274.1	515.1	2918.0	121.0	not_in_net
STK11IP	219609628.25	219609749.625	121.375	257.0	101.5	not_in_net
STK16	219248560.0	219249402.6	842.6	1777.0	331.0	not_in_net
STK17A	43631680.5	43632428.25	747.75	2536.0	173.5	not_in_net
STK17B	196144834.5	196146941.5	2107.0	3863.0	2107.0	not_in_net
STK19	31985553.51111111	31985783.466666665	229.95555555555555	442.0	184.0	not_in_net
STK24	98451524.5	98454385.66666667	2861.1666666666665	7987.0	2356.5	not_in_net
STK25	241494848.375	241495756.5	908.125	2991.0	643.0	not_in_net
STK26	132074160.0	132075312.0	1152.0	1783.0	1783.0	not_in_net
STK3	98602809.81818181	98603283.18181819	473.3636363636364	1210.0	164.0	not_in_net
STK31	23808175.75	23808274.25	98.5	146.0	111.0	not_in_net
STK32A	147377702.0	147378840.0	1138.0	3871.0	155.0	not_in_net
STK32B	5410664.642857143	5411184.142857143	519.5	1910.0	128.0	not_in_net
STK32C	132267325.5	132267682.0	356.5	517.0	356.5	not_in_net
STK33	8391925.0	8392509.0	584.0	638.0	638.0	not_in_net
STK35	2145724.4	2146766.6	1042.2	4771.0	106.0	not_in_net
STK36	218694531.6153846	218694861.23076922	329.61538461538464	850.0	179.0	not_in_net
STK38	36493892.0	36495783.0	1891.0	1891.0	1891.0	not_in_net
STK38L	27312998.222222224	27313306.666666668	308.44444444444446	3503.0	98.5	not_in_net
