gene	average_utr_length	type
RECQL5	469.6	other
EIF1AD	539.4444444444445	other
AL110118.4	96.0	other
CU633846.1	457.5	other
DROSHA	772.25	other
GDF1	51.0	other
NPIPB4	123.11764705882354	other
ZNF638	253.33333333333334	other
FABP5	209.0	other
RAB11FIP5	2138.0	other
AQP7	289.7083333333333	other
CERS1	601.8333333333334	other
GCNT2	2330.4	other
CEP250	1129.25	other
SLC25A1	545.0	other
SNTA1	551.0	other
NAA16	533.2	other
LINGO2	766.6666666666666	other
ACSS1	1148.0	other
RNASEH2A	374.0	other
NPBWR1	222.0	other
CARHSP1	1416.6	other
CYP11B2	1420.0	other
SCAF1	242.0	other
STEAP1B	214.0	other
SLC17A1	140.77777777777777	other
EEF1B2	113.25	other
GML	155.0	other
CMPK2	1164.0	other
DCX	4495.333333333333	other
CLDN10	815.3333333333334	other
CYP11B1	1057.0	other
JUNB	499.0	tr
ADAM19	352.5	other
TMEM216	458.6666666666667	other
MYH2	126.0	other
OR5P2	68.0	other
RTBDN	405.2	other
DENND5A	161.4	other
PCYOX1	2929.0	other
TEX52	191.0	other
DZIP1	950.7857142857143	other
ITFG2	197.48837209302326	other
GABRG3	2027.8	other
TMEM70	376.0	other
RSAD2	2296.0	other
BANF1	308.0	other
CSTF1	521.9	other
NDUFS1	1057.4545454545455	other
FAM98B	2579.5	other
LMTK3	501.0	other
AKAIN1	234.0	other
MED10	621.0	other
AC068946.2	262.47058823529414	other
FABP1	751.0	other
THAP1	1428.0	tr
GDPD3	106.5	other
ST8SIA6	657.0	other
CNGB3	676.6666666666666	other
GLRA2	911.0	other
ANGPT1	1354.25	other
PGC	138.0	other
CADM1	1607.7	other
TULP3	249.0	other
PSMB7	131.0	other
FABP9	41.0	other
ABAT	429.2631578947368	other
CPNE3	3087.0	other
GLIS3	1230.5	other
PMP2	2049.0	other
CHD5	223.9047619047619	other
AC112229.3	165.0	other
TRPM5	225.5	other
SOD2	1546.6923076923076	other
WTAP	797.6	other
FABP12	98.0	other
BAX	152.55555555555554	other
ZNF619	640.9	other
PLEKHG2	442.45454545454544	other
TMEM214	248.78571428571428	other
FABP4	220.75	other
SRF	2316.0	tr
SAMD3	388.75	other
ATMIN	2379.6666666666665	other
PRDX2	287.5	other
LIMS4	262.0	other
TRMT5	3657.0	other
MYH1	108.0	other
LY96	25.5	other
HSPB6	623.5	other
MNAT1	438.4	other
CMC2	463.48275862068965	other
THNSL2	516.0	other
DCP1B	379.6	other
MUM1	300.8076923076923	other
NDUFAF4	1790.0	other
OPRK1	1547.125	other
CCDC107	391.7142857142857	other
CYP1A2	1113.0	other
MAST1	79.0	other
FNTA	313.3	other
SLC35A2	519.3	other
BNC2	1415.090909090909	other
ITGA4	512.5	other
HMHB1	150.0	other
HEXDC	120.675	other
TCP1	151.63636363636363	other
MDH2	824.5	other
CNPY3	212.0	other
RNF112	1100.0	other
HTN1	193.4	other
SPINK1	511.5	other
NRIP2	1858.0	other
KLHL32	981.0	other
MYH8	131.0	other
TSPAN14	3168.285714285714	other
ARHGEF39	908.7142857142857	other
CALHM5	8802.0	other
SLC38A6	106.51041666666667	other
AC110275.1	104.2	other
HOOK2	104.55555555555556	other
CALHM4	439.5	other
HOOK3	1858.142857142857	other
SBNO2	581.4285714285714	other
POLR3A	707.0	other
GPR50	27.0	other
PUS7	280.375	other
ZMYND11	1481.8181818181818	tr
CDH13	365.57142857142856	other
LMAN2L	258.82142857142856	other
UCN3	485.0	other
CACNA1C	615.84	other
TRAPPC3L	968.0	other
LIPI	125.66666666666667	other
MUC5B	563.0	other
UBE2QL1	3559.0	other
RNF170	1172.875	other
RAD50	286.6060606060606	other
PEX16	108.06666666666666	other
CA9	130.66666666666666	other
TUBAL3	332.5	other
C16orf46	376.5	other
CERKL	170.51724137931035	other
NSUN7	1347.5	other
EGFL7	390.75	other
MYH4	84.0	other
H1F0	1306.0	other
AC092718.8	649.25	other
AC092718.3	489.0	other
SCML1	1364.25	other
ZBTB14	1837.3333333333333	other
ZNF492	2404.0	other
GCSH	547.4285714285714	other
COLQ	736.0	other
CDKL3	185.23809523809524	other
YIPF5	1494.3333333333333	other
ZNF98	333.5	other
TRPM7	2291.4	other
KRTAP5-2	539.0	other
DUSP8	2469.5	other
PRLHR	2089.0	other
CYP4F12	166.45	other
BTBD2	392.25	other
IPMK	4558.0	other
C17orf62	398.7692307692308	other
KRT17	153.0	other
KIF3C	827.4	other
L3MBTL3	1370.0	other
LGALS9B	140.92307692307693	other
SAA1	116.66666666666667	other
ZFR2	346.6666666666667	other
SPOCK1	3354.0	other
MGEA5	1303.25	other
CENPN	252.77777777777777	other
MEOX1	1031.0	other
TCF7	439.9047619047619	tr
CROCC	532.0	other
ADRA2B	1921.0	other
VMA21	2201.5	other
PROSER3	387.2307692307692	other
RGPD8	123.11764705882354	other
SNRPG	158.83333333333334	other
PDCD1LG2	1294.0	other
WDR35	447.3181818181818	other
MPC1L	159.0	other
REEP3	910.8	other
MSI2	806.7272727272727	other
GAL	187.0	other
HS3ST2	608.75	other
GATD1	523.6875	other
MSRB1	269.25	other
THSD8	107.88888888888889	other
CISD1	1935.0	other
JMJD1C	752.5	tr
PIKFYVE	358.2631578947368	other
TEX13B	215.0	other
TCERG1L	770.0	other
ANXA4	332.72727272727275	other
C1orf159	429.75	other
RGS6	1161.7333333333333	other
GRP	275.8	other
HIST1H2BJ	303.0	other
RNH1	152.5952380952381	other
IL5	366.0	other
USP31	2488.3333333333335	other
COMMD1	226.75	other
CXorf38	1009.4	other
FGF6	154.5	other
CACNG3	937.0	other
IL7R	781.5	other
SLC25A37	792.0	other
CDH11	2923.0	other
CCT4	584.0	other
LAMTOR1	485.57142857142856	other
TOMM6	177.25	other
HIST1H2AG	1826.0	other
IRF1	497.14285714285717	tr
ACAT2	225.0	other
FRS3	442.0	other
LPAR5	1294.0	other
EAF1	1026.25	other
HIST1H4I	260.0	other
GNMT	173.0	other
ACRBP	166.6	other
DDX23	204.0	other
PALM2-AKAP2	2712.5	other
FUBP3	1329.0	other
USP49	1363.1666666666667	other
METTL6	602.1428571428571	other
CA5A	6582.0	other
AL365205.1	419.2	other
AP000812.5	563.1	other
SULT2B1	18.0	other
PEX6	156.33333333333334	other
PALM2	1173.0	other
RNF144A	2215.5	other
PRICKLE4	173.0	other
HACD1	426.8	other
HOXA13	3833.0	other
RPL3L	862.0	other
FAM102A	2461.0	other
ELF5	1221.2	tr
MRGPRX2	954.0	other
GFRA1	5189.666666666667	other
MRE11	1138.8	other
TOLLIP	1461.857142857143	other
AKAP2	1228.2	other
AAK1	3546.0	other
RAB9B	2856.0	other
GPR68	1419.5	other
TRAPPC9	581.5	other
VSIG1	1758.5	other
MBD3L2B	104.33333333333333	other
KCNQ1	568.3333333333334	other
RBCK1	310.2	other
STMN4	514.5	other
MRPS24	138.0	other
FBXO11	508.6666666666667	other
DPM2	471.5	other
GCAT	113.66666666666667	other
CRTAP	3016.5	other
GDNF	2973.0	other
SOST	1610.0	other
IL13	416.5	other
URGCP-MRPS24	223.0	other
HDAC9	1199.6923076923076	other
NET1	1468.0	other
ETS1	2189.6	tr
TESMIN	994.75	other
RGMB	1520.5	other
URGCP	606.2	other
FAM47C	147.0	other
IFT20	307.1111111111111	other
CCL3L1	416.0	other
PLCD1	274.0	other
MAP1A	1395.0	other
SLC17A3	180.93333333333334	other
MMS22L	570.7692307692307	other
AC116366.3	3714.0	other
FBXO25	2152.5	other
MADD	603.6153846153846	other
MATN3	536.0	other
MTG2	1015.25	other
PRR27	683.1428571428571	other
SKP1	832.5	other
TMSB15B	665.1428571428571	other
PIP4P2	257.75	other
C12orf4	366.8888888888889	other
SAP130	784.25	other
NEURL4	191.57894736842104	other
UCK1	942.7142857142857	other
PTPRD	2120.818181818182	other
DEF6	360.0	other
NXN	979.25	other
P3H3	389.0	other
TMEFF1	1035.0	other
SVIL	664.3333333333334	tr
TBC1D26	222.07142857142858	other
DUSP2	656.0	other
JPH1	619.3333333333334	other
CLEC7A	269.5	other
EFCAB10	442.1666666666667	other
FAM53C	790.75	other
CTHRC1	204.0	other
PASD1	595.0	other
MSANTD3	380.8	other
TMEM97	859.8	other
SAYSD1	1367.0	other
CBFA2T2	3736.625	tr
GDAP1	643.8333333333334	other
RINT1	186.21052631578948	other
FAM173B	280.9	other
RAB10	2432.0	other
PPARD	1807.2	other
MSANTD3-TMEFF1	1035.0	other
ADGRE5	451.6666666666667	other
KLHL3	1621.3333333333333	other
MSH6	510.8666666666667	other
POMT1	699.0	other
RGPD6	232.0	other
CDC25C	270.25	other
DTD2	495.42857142857144	other
AC005324.4	162.35294117647058	other
FAM136A	499.0	other
HEATR5A	548.0	other
ANKRD49	563.3333333333334	other
NAB1	1212.0	other
CCL3	415.0	other
NEUROD1	1322.0	tr
FAM53A	829.8	other
MCM10	1387.0	other
EPS15L1	284.55555555555554	other
ERMP1	500.1	other
CSK	569.6666666666666	other
ZNF286A	1365.5833333333333	other
PPP2CA	3437.0	other
DUSP3	1337.0	other
ERBB4	7895.666666666667	other
MED14	1356.6666666666667	other
ROBO3	214.0	other
EXOC3L1	119.7	other
SIK2	6723.0	other
NSUN2	201.55555555555554	other
NOTCH3	371.4	other
GPR162	215.0	other
KIR2DP1	508.0	other
JPT2	601.7692307692307	other
HAPLN1	2054.0	other
PPP2R1B	334.7894736842105	other
AC002985.1	83.55555555555556	other
HOMER3	199.5	other
AL139353.1	151.51724137931035	other
PYCARD	98.5	other
SUGP1	165.275	other
DSN1	992.8	other
KCTD16	5963.0	other
PAGE2B	107.0	other
STARD7	1870.0	other
ZDHHC13	454.0	other
IL17RA	5872.5	other
RIC1	723.2	other
LRP4	2114.0	other
TSPY4	141.66666666666666	other
RAX	2204.0	other
C2CD6	296.6	other
DNAJC3	2385.0	other
PYCR1	636.375	other
PAGE2	110.0	other
EIF5A	272.125	other
EVX1	654.4	other
CTCF	1074.8181818181818	tr
NPIPA7	139.66666666666666	other
ZNF720	994.0833333333334	other
CCDC172	670.0	other
ATCAY	508.53846153846155	other
PSMC6	163.51724137931035	other
TMEM121B	3090.5	other
TTLL3	315.4642857142857	other
CASP4	55.0	other
ESF1	282.5	other
TRIM72	3664.5	other
SEH1L	1380.5	other
PYDC1	105.0	other
MAGT1	1997.75	other
SRD5A1	1062.625	other
CRAMP1	3861.0	other
ESD	628.75	other
UQCRC2	173.45454545454547	other
CFAP97D1	1190.6666666666667	other
ATP5S	1552.142857142857	other
GNAO1	437.4	other
COPE	96.14285714285714	other
CDADC1	425.2	other
AGPAT2	423.75	other
GNAQ	5235.0	other
GALR3	24.0	other
SPX	717.3333333333334	other
ALG1	175.5	other
PRSS16	300.7692307692308	other
FOXD4	568.0	other
L2HGDH	567.2	other
AL031708.1	274.5	other
CCDC88C	824.3	other
TMEM259	903.4	other
TSPY8	141.66666666666666	other
FANCB	205.05263157894737	other
MAU2	2972.0	other
GYS2	764.0	other
ISL1	1127.0	other
SERPINB5	919.0	other
CCL4L2	464.5135135135135	other
BANP	335.92857142857144	other
DEXI	1150.3333333333333	other
KCNQ5	1943.3076923076924	other
PPP2R2D	646.35	other
ACTRT2	82.0	other
SUSD5	2699.0	other
CIITA	929.6666666666666	tr
CDKL1	574.6666666666666	other
EDIL3	2841.0	other
PTPRK	316.17241379310343	other
RND1	204.14285714285714	other
RRAGD	3238.0	other
MSN	2037.0	other
SLC15A1	922.0	other
OGFOD3	395.0	other
AC026954.2	122.0909090909091	other
ACTN1	313.8	other
ZNF536	1715.0	other
IAH1	243.75	other
PDZD3	438.1666666666667	other
NLRP1	456.8	other
R3HCC1L	644.3333333333334	other
ITPR2	259.95238095238096	other
EHF	704.5714285714286	tr
NDUFA10	486.6363636363636	other
GRIN3B	129.0	other
PATE1	618.0	other
SIGLEC8	417.75	other
RPS16	132.85714285714286	other
GPS2	167.6	other
RCOR2	643.0	other
H2BFWT	168.5	other
DCAF13	705.8571428571429	other
ZNF620	584.0	other
CEBPB	617.0	tr
KCNF1	313.0	other
PCSK1	1329.0	other
CYBB	2543.0	other
CU464060.1	623.5	other
HERC2	222.85714285714286	other
VSX1	464.125	other
ODF3	130.5	other
NT5C3A	345.8888888888889	other
PATE2	877.5	other
NDUFB10	125.33333333333333	other
NAGPA	209.6	other
RWDD1	2529.5	other
H2BFM	437.5	other
POU4F1	3052.0	other
PATE3	997.0	other
CLTCL1	158.3181818181818	other
XK	3667.0	other
FBRS	573.0	other
RASGRP1	462.8666666666667	other
BHLHE41	2039.0	other
ATP5F1C	112.33333333333333	other
DDX49	126.4888888888889	other
EDNRB	1492.3	other
HYPM	123.0	other
SCGB1C1	122.0	other
OTC	128.77777777777777	other
EID1	743.0	other
SLC25A32	620.5454545454545	other
PRRG3	1158.2	other
SHC4	706.6	other
BET1L	816.1428571428571	other
MAT2B	927.6	other
SSPN	1420.0	other
DNAJC1	116.0	other
SLC22A18	43.25	other
PRRG1	3207.0	other
CCDC153	352.0	other
CCL2	423.5	other
SERPINB13	939.2857142857143	other
ITGAM	468.3333333333333	other
ADAM17	858.0	other
PRDM12	1311.0	other
CACUL1	2306.0	other
CAST	374.4102564102564	other
PNLIPRP3	803.0	other
BRI3	243.25	other
FOXI3	1419.0	other
RPGR	223.35897435897436	other
HEPACAM2	596.75	other
AQP3	219.85714285714286	other
LOXL4	1230.0	other
HCCS	467.6666666666667	other
BAIAP2L1	1869.0	other
SCGB3A2	139.0	other
OGG1	383.5625	other
C5orf46	185.0	other
ARHGAP33	193.0	other
CPT1A	689.8	other
RGCC	396.0	other
RNF219	1288.0	other
OCA2	512.0	tr
ART5	202.5	other
MTFMT	279.0	other
CHAC2	670.0	other
TEX37	109.0	other
ADGRD2	99.11111111111111	other
FAT3	5295.0	other
XYLT1	6925.0	other
GPR75-ASB3	209.0	other
PATE4	1156.5	other
RBM11	1078.0	other
NSMF	1120.7142857142858	other
RAB12	1118.0	other
SV2C	4593.0	other
MBD3L5	116.0	other
SEC14L5	4187.0	other
CCL7	323.75	other
ERLEC1	649.3333333333334	other
MBD3L4	112.0	other
TGFA	736.4285714285714	other
MBD3L2	112.0	other
CNNM4	2373.0	other
IL2RA	1018.6666666666666	other
GJD4	308.0	other
HDHD5	483.3333333333333	other
CMC4	217.0	other
COX7B	2111.0	other
PPL	718.0	other
CDH2	1128.5	other
MBD3L3	112.0	other
RASL12	784.0	other
CPNE7	276.57142857142856	other
FZD8	1095.0	other
FANCE	757.0	other
BRCC3	469.29411764705884	other
FAM83E	298.0	other
RNPS1	437.7692307692308	other
CAB39L	1218.5714285714287	other
SLC51B	231.0	other
SPACA4	360.0	other
CCDC65	211.0	other
EXOSC1	154.5	other
IDNK	231.9	other
ZNF557	2348.0	other
NPTX2	1238.0	other
HNRNPA0	7497.0	other
CLPTM1L	370.6	other
GRIK2	928.25	other
FATE1	213.0	other
C2orf50	731.6666666666666	other
MYADML2	1172.0	other
SLC25A53	5119.0	other
FKBP11	138.69230769230768	other
SGSM1	2244.6666666666665	other
ZCCHC18	401.0	other
MPP3	188.78571428571428	other
LUZP2	3454.0	other
HRH3	1035.0	other
GPR33	88.0	other
TMEM127	2481.6666666666665	other
EEF2KMT	312.1111111111111	other
HEATR6	170.92307692307693	other
CASS4	835.5	other
DOCK10	156.39655172413794	other
WFDC2	92.6	other
ATP7A	483.8	other
EPB41L3	472.59090909090907	other
RAI2	366.4	other
GPR75	220.0	other
PTH2R	265.2857142857143	other
TAS2R19	52.0	other
CHD1	526.1111111111111	tr
AC106886.5	842.3333333333334	other
ASB3	420.2	other
ZNF99	5130.0	other
CD38	945.5	other
PRELID2	472.2857142857143	other
EIF2AK2	5095.5	other
GDPD2	301.5	other
HTR2A	2505.75	other
ARF3	1212.0	other
ZNF621	1872.5	other
MTCP1	269.7142857142857	other
RNF40	894.0	other
TAS2R20	450.0	other
CUL9	140.5625	other
KCNMB1	2485.5	other
TSHZ3	951.5	other
AGBL5	220.2	other
OTUD6B	899.3333333333334	other
KCNIP1	503.6666666666667	other
PTPN1	2284.5	other
C6orf52	34.2	other
PGK1	2291.5	other
FCHSD1	365.27272727272725	other
C16orf89	381.6666666666667	other
AC073610.3	156.0	other
SYTL5	2086.5	other
AC073610.2	216.0	other
PAK1IP1	329.0	other
SRRM3	1954.0	other
ABCB4	134.68	other
TAS2R50	47.0	other
GCG	490.0	other
PKD2L2	225.45454545454547	other
ODAM	96.2	other
TAS2R43	17.666666666666668	other
PNLIP	56.0	other
TAS2R30	326.0	other
TAS2R13	460.0	other
HYLS1	367.3333333333333	other
CNTLN	2469.0	other
EPHX3	514.0	other
QTRT1	124.9090909090909	other
PQLC3	365.1111111111111	other
CLHC1	244.4	other
OSTF1	523.0	other
MOSPD2	908.75	other
KCNIP2	955.0	other
PGAM1	916.0	other
PUS3	298.3333333333333	other
CAVIN4	1454.0	other
PMS2	186.14285714285714	other
LANCL3	3469.0	other
SH3RF2	1325.6666666666667	other
FAM199X	6123.0	other
ANAPC4	70.42857142857143	other
OST4	136.5	other
AF241726.2	6.0	other
ATP5MC3	797.0	other
ICAM5	161.0	other
RELL2	215.57142857142858	other
SRPX	406.5	other
TNIP2	587.3333333333334	other
ANXA7	821.0	other
RPS27A	154.0	other
GRXCR2	723.5	other
ART1	226.0	other
CLSTN3	856.5	other
CAP2	342.3888888888889	other
GPATCH11	2980.0	other
LTBP4	140.6875	other
FAM13B	786.3333333333334	other
TADA3	497.0	other
UBE2D1	1986.0	other
SMIM11B	335.0	other
CAMK4	693.2777777777778	other
SRGAP3	827.0666666666667	other
CCT5	264.92857142857144	other
BEND2	2077.0	other
TSPAN7	157.48	other
ICMT	994.4285714285714	other
HIBADH	319.14285714285717	other
RIPOR3	1121.0	other
EIF3L	145.23529411764707	other
IMMT	268.3333333333333	other
CEP78	306.75324675324674	other
EIF3A	855.0	other
CPLX4	1417.0	other
FAM240B	510.5	other
CU633980.1	908.0	other
CAPN15	591.0	other
C11orf49	183.07142857142858	other
SRCAP	1389.5	other
EXOSC2	1094.25	other
FAM104B	662.0	other
RPL22	635.0	other
HABP2	1230.5	other
FAM69B	275.0	other
DYNLT3	741.6666666666666	other
AC046185.1	177.54545454545453	other
CCDC47	664.25	other
UBQLN1	1090.0	other
GMPPA	173.63636363636363	other
NRAP	174.25	other
ARPC4	309.54545454545456	other
PGAP2	310.5777777777778	other
MYO5B	1349.0	other
DDX25	1148.375	other
RPL10A	34.0	other
HPS5	754.6	other
PSMD10	381.0	other
KLHL18	436.0	other
RBBP6	345.8	other
PHKG2	857.0	other
TC2N	1772.0	other
FOXA3	738.0	other
CELF5	850.0	other
LCN10	221.7	other
RNF207	1891.0	other
KIF9	164.9090909090909	other
NANOS1	1951.5	other
JAZF1	716.2857142857143	other
FLI1	822.7058823529412	tr
MAP3K3	305.81481481481484	other
ANKRD54	258.1666666666667	other
TSPY3	141.66666666666666	other
SETD5	341.64285714285717	other
APOH	96.0	other
THAP8	341.6	other
MYOT	252.66666666666666	other
AL355987.1	278.7142857142857	other
UBAP1L	168.5	other
SPINT3	189.0	other
AL049844.3	135.71428571428572	other
LCN6	205.25	other
TAX1BP1	399.45	other
SLC44A1	4961.4	other
CLIP3	809.0	other
PHACTR2	1855.5	other
CEACAM18	299.0	other
CAMK1	124.58333333333333	other
EPPIN	545.5	other
LCA5L	370.0	other
ARFGAP2	203.13513513513513	other
ZNF502	1092.6666666666667	other
PRKCA	682.0714285714286	other
UGGT2	347.6666666666667	other
AC090227.1	104.0	other
PBK	251.8	other
CATSPERB	163.6153846153846	other
CAPSL	170.66666666666666	other
BNIP3	1601.0	other
ZNF723	233.0	other
MKNK2	462.63157894736844	other
ACAA2	787.6666666666666	other
EPPIN-WFDC6	546.0	other
CCDC189	128.125	other
WFDC6	270.0	other
MTCL1	505.8181818181818	other
CNBD1	107.5	other
HORMAD2	304.57142857142856	other
TTLL10	168.28571428571428	other
RPUSD3	275.45454545454544	other
TTL	12943.0	other
FAM209A	71.0	other
NUBPL	275.64285714285717	other
RTF2	865.6666666666666	other
STAM	267.8333333333333	other
APIP	848.0	other
CDH5	518.1818181818181	other
CNGA2	805.0	other
LMAN1L	150.33333333333334	other
CST6	104.0	other
TMEM265	337.0	other
FGFBP1	358.0	other
ZNF728	241.0	other
MTMR3	2025.2	other
NAA40	384.09090909090907	other
SCML2	1216.25	other
PARD6B	1651.5	other
EIF1	842.6666666666666	other
INCENP	889.5	other
ZNF8	7268.0	other
LAPTM4A	554.0	other
PIM2	948.0	other
ADA2	2434.3333333333335	other
PDHX	463.25	other
AC020915.1	527.1428571428571	other
SLC3A2	133.16666666666666	other
AC020915.5	462.375	other
CEND1	1022.0	other
CCDC25	413.7083333333333	other
ERVK3-1	648.5	other
UBE2D4	251.16666666666666	other
CPLX3	1447.0	other
FAM105A	2405.0	other
ZNF544	1039.5	other
INSR	1807.0	other
NKX3-1	1379.5	tr
UCMA	335.0	other
CCDC74A	221.33333333333334	other
RSPO2	1757.6666666666667	other
MAPK3	246.13333333333333	other
FGFBP2	193.5	other
ATP6V1H	143.0	other
ARPC4-TTLL3	179.57142857142858	other
SLC17A2	310.75	other
LMAN1	3269.0	other
PROM1	303.8666666666667	other
RSPH4A	645.5	other
SH3GL2	1385.0	other
CBL	1941.0	other
BUB1	175.0	other
DDX42	317.1666666666667	other
LTV1	284.0	other
CD300LG	611.0	other
IL6	246.83333333333334	other
CASP5	76.625	other
CATSPER1	137.0	other
AL049844.1	175.0	other
GCNT7	64.0	other
ZC2HC1B	113.5	other
LRRC69	156.72727272727272	other
TSPY1	141.33333333333334	other
THUMPD3	826.25	other
SPDYE1	749.5	other
SDC1	831.8333333333334	other
BCAS4	1351.1666666666667	other
GPHN	149.96	other
CHRNA10	443.0	other
WRB	321.8	other
B3GNT2	1225.0	other
GAREM2	1395.5	other
SLC26A7	661.1666666666666	other
SPEG	280.0	other
CHMP1B	2337.0	other
NUP98	369.375	other
GNAL	1186.4	other
MSX1	792.0	other
C5orf22	351.0	other
MNT	1475.5	tr
EIF2AK3	993.0	other
FDX2	279.3333333333333	other
POMK	429.0	other
MCAM	1356.0	other
HSPB1	277.25	other
MSS51	494.2	other
FTL	142.0	other
COL6A2	591.75	other
TMEM41B	763.0	other
CYTH1	1002.5384615384615	other
ZGLP1	151.0	other
TEAD3	1446.0	other
ACO1	2033.6666666666667	other
JAKMIP3	987.25	other
TRIM35	1129.3333333333333	other
CYTL1	297.6666666666667	other
AC011511.1	215.28571428571428	other
LIMD2	611.25	other
RAVER1	533.75	other
STAT1	200.3170731707317	tr
FAM8A1	3379.0	other
PLPPR1	1075.0	other
YWHAG	2782.0	other
NCALD	1886.8333333333333	other
GOLGA6L6	1746.0	other
MRPL21	176.1	other
SPINK5	154.57142857142858	other
WDR43	1442.0	other
AC011511.4	343.0	other
IZUMO4	204.11111111111111	other
ICAM3	228.4	other
MED20	825.3333333333334	other
IKZF2	797.939393939394	other
ESCO2	342.8	other
E2F8	435.6666666666667	other
CCDC182	329.0	other
STRADA	344.6551724137931	other
KIF2B	157.0	other
TMEM130	1471.5	other
ZUFSP	175.0	other
BCL2L12	149.42857142857142	other
ANKRD30A	129.33333333333334	other
TOMM7	286.0	other
BRD4	985.5	tr
CCL11	643.0	other
RBM17	1611.5	other
CCL8	494.0	other
CSRP3	634.0	other
SPHK2	406.90909090909093	other
MRPS23	2543.5	other
STC1	1854.5	other
CCDC196	101.8	other
SCGB1D1	110.0	other
ASIC4	725.0	other
MTRNR2L10	528.0	other
MPPE1	530.9090909090909	other
PAGE5	102.66666666666667	other
CCL13	478.0	other
CXCR4	518.0	other
SERPINB4	229.5	other
NR5A1	1023.3333333333334	other
DDHD2	429.05263157894734	other
RTTN	167.17094017094018	other
TBC1D20	947.0	other
SCGB1D2	108.0	other
SPATA6L	153.72727272727272	other
RPS24	142.0	other
NDUFAF5	987.8333333333334	other
SCGB2A1	168.0	other
DPF3	1123.4166666666667	other
TK2	887.5454545454545	other
CIAO1	293.0	other
CBARP	393.0	other
LIMS1	894.6363636363636	other
TMEM237	553.15	other
CSNK1A1L	983.0	other
TFAM	1454.3333333333333	other
DBP	348.0	other
PYROXD2	232.0	other
MOB3A	1306.5	other
SERTM2	3268.0	other
STK11	558.1111111111111	other
SH2D4B	2179.0	other
CNTNAP3	744.3333333333334	other
HELZ2	601.0	other
TBC1D1	744.4	other
OPRM1	287.2857142857143	other
RPL18	104.3	other
ATL1	269.7142857142857	other
TOGARAM2	9279.0	other
GCNT4	3329.0	other
MAGEA4	551.0	other
POU3F2	3264.0	other
TUBA3C	86.0	other
FBXL4	3145.5	other
STYX	3862.5	other
TDRP	2187.0	other
ACD	89.8	other
C2orf71	3176.0	other
VWA8	804.0	other
VSIG4	614.75	other
NUP153	1060.0	other
ATP2B3	1326.8	other
C9orf152	1386.0	other
E2F4	210.1	tr
IRF3	94.47368421052632	tr
AP003108.2	108.11111111111111	other
ASB9	362.57142857142856	other
PAGE3	60.0	other
PLPP6	1994.0	other
PDCD7	1337.0	other
ESX1	189.0	other
SLC1A1	1910.0	other
PIK3C3	2054.625	other
KRT24	245.0	other
ZNF366	626.0	other
EGFLAM	327.0	other
BYSL	270.3333333333333	other
SDHAF2	259.2	other
TXN	345.0	other
HERPUD1	372.5	other
FDCSP	97.0	other
PLPP5	325.27272727272725	other
KCNE1B	1766.3333333333333	other
NYAP2	2452.0	other
CENPW	211.66666666666666	other
SAV1	1062.0	other
OLR1	623.6	other
CCBE1	4967.0	other
CBWD1	212.46835443037975	other
SMIM34B	737.25	other
SCNN1G	1413.0	other
ZNF730	422.0	other
TRIM38	7538.0	other
IRF2BP1	412.0	other
ATXN7L1	613.0	other
MAP4K5	268.42857142857144	other
CPSF7	295.5	other
CHRAC1	1101.0	other
MTNR1B	382.75	other
TEX13A	33.0	other
UGT3A1	870.25	other
AC008878.3	1596.0	other
ANKRD31	221.0	other
OR10H2	68.0	other
CARMIL2	95.3076923076923	other
ARHGEF18	1218.0	other
CCL1	230.0	other
IL1RAPL2	167.0	other
APBB2	1331.076923076923	other
ENDOV	585.125	other
NRG3	317.8333333333333	other
CDK11A	106.5	other
PHYH	487.0	other
FAP	150.25	other
PLAC8L1	115.0	other
ARHGAP6	803.1111111111111	other
SCGB2A2	521.0	other
NUDT15	1422.0	other
ARHGDIG	195.0	other
PDZD9	443.5	other
GLS	473.53846153846155	other
SUCLA2	297.38235294117646	other
LARS	393.5	other
TMEM52B	1652.0	other
ADGRB3	616.0	other
ENTPD6	1163.8	other
CCL3L3	416.0	other
CSN3	99.5	other
RSPO3	771.5	other
NSD3	1896.8	other
AC004754.1	251.5	other
ZNF501	1845.0	other
LYRM2	1003.75	other
RGS11	291.61538461538464	other
OR6B2	525.0	other
ADD2	935.0833333333334	other
CABS1	134.0	other
NOTO	1583.0	other
ANKRD39	670.7142857142857	other
PPP4R3A	424.5	other
OR10H5	3056.5	other
ANKRD6	488.27272727272725	other
TXNDC8	519.0	other
CYP4F2	265.5	other
IMPA1	216.83333333333334	other
ANKRD23	1123.0	other
HADHA	162.53571428571428	other
MSLN	114.8	other
ITGAE	218.0	other
GABRP	1035.75	other
KIAA1143	4596.0	other
OR10H1	1304.0	other
NOTUM	453.0	other
POLDIP2	697.0	other
ITGA1	6758.0	other
POLR1B	401.2413793103448	other
CNNM3	1294.0	other
BEAN1	993.0	other
SIGLEC12	194.5	other
MYPOP	602.0	other
CCAR1	191.1818181818182	other
POLK	296.32608695652175	other
NANOS2	1062.0	other
NOVA2	6128.0	other
CYP4F11	1265.8	other
TNFAIP1	1531.0	other
AMFR	1402.0	other
SOGA1	2504.0	other
AC010542.3	119.25	other
IPCEF1	1832.75	other
HASPIN	366.0	other
RNF213	2365.25	other
GNB3	180.0	other
NMRK2	127.71428571428571	other
ZNF267	166.58333333333334	other
